fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo,win_loss_ratio
Townsend Saunders,Male,1967-04-01,59.0,Active,,California/United States,United States,"6'1""",185,Middleweight,7,3,1,3,0,6,2,1,3,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Tra Telligman,Male,1968-07-22,57.0,Active,,Texas/United States,United States,"6'1""",265,Heavyweight,6,4,1,1,0,2,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Tracy Cortez,Male,1993-12-10,32.0,Active,,Arizona/United States,United States,"5'5""",125,Flyweight,11,1,2,8,0,2,0,0,2,0,0,True,False,False,False,False,False,False,False,False,False,3.6666666666666665
Tracy Willis,Male,1987-05-11,38.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Travis Browne,Male,1982-07-17,43.0,Active,,Hawaii/United States,United States,"6'7""",265,Heavyweight,18,14,2,2,0,7,4,1,2,0,1,True,False,False,False,False,False,False,False,False,False,2.25
Travis Clark,Male,1991-08-03,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Travis Crain,Male,1989-04-27,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Travis Davis,Male,1984-06-14,41.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Travis Fulton,Male,1977-05-09,48.0,Active,,Iowa/United States,United States,"6'0""",185,Middleweight,255,152,42,61,0,54,19,7,28,0,0,True,False,False,False,False,False,False,False,False,False,4.636363636363637
Travis Lutter,Male,1973-04-12,53.0,Active,,Texas/United States,United States,"5'11""",185,Middleweight,10,2,7,1,0,7,1,4,2,0,0,True,False,False,False,False,False,False,False,False,False,1.25
Travis Marx,Male,1983-05-31,42.0,Active,,Minnesota/United States,United States,"5'10""",170,Welterweight,6,2,2,2,0,6,2,2,2,0,0,True,False,False,False,False,False,False,False,False,False,0.8571428571428571
Travis Reddinger,Male,1989-01-19,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Travis Wiuff,Male,1975-03-03,50.0,Active,,Iowa/United States,United States,"6'3""",205,Light Heavyweight,75,51,9,15,0,22,11,4,7,0,0,True,False,False,False,False,False,False,False,False,False,3.260869565217391
Trent Jenkins,Male,1992-10-06,33.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Trestle Tan,Male,1995-06-18,30.0,Active,,Singapore,Singapore,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Treston Thomison,Male,1996-02-11,29.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Trevin Giles,Male,1992-06-14,33.0,Active,,Texas/United States,United States,"6'0""",185,Middleweight,15,6,1,8,0,6,2,1,3,0,0,True,False,False,False,False,False,False,False,False,False,2.142857142857143
Trevin Jones,Male,1990-10-08,35.0,Active,,Guyana,Guyana,"5'8""",135,Bantamweight,13,7,1,5,0,10,3,1,6,0,0,True,False,False,False,False,False,False,False,False,False,1.1818181818181819
Trevor Gudde,Male,1987-07-29,38.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Trevor Prangley,Male,1972-08-13,53.0,Active,,South Africa,South Africa,"6'1""",185,Middleweight,23,13,3,7,0,11,6,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.9166666666666667
Trevor Smith,Male,1983-04-04,42.0,Active,,Washington/United States,United States,"6'0""",185,Middleweight,14,6,3,5,0,6,2,1,3,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Trey Houston,Male,1989-03-19,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Trey Ogden,Male,1996-03-01,29.0,Active,,Texas/United States,United States,"5'9""",155,Lightweight,16,2,6,8,0,7,1,3,3,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Tristan Connelly,Male,1985-08-30,40.0,Active,,Canada,Canada,"5'9""",155,Lightweight,14,3,4,7,0,8,2,2,4,0,0,True,False,False,False,False,False,False,False,False,False,1.5555555555555556
Troy Gerhart,Male,1984-06-03,41.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Troy Mandaloniz,Male,1988-11-14,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Troy Nawrocki,Male,1986-02-26,39.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Troy Worthen,Male,1990-04-21,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tsogookhuu Amarsanaa,Male,1993-07-12,32.0,Active,,Mongolia,Mongolia,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Tsuyoshi Kosaka,Male,1970-10-27,55.0,Active,,Japan,Japan,"5'11""",205,Heavyweight,27,8,13,6,0,18,4,6,8,0,0,True,False,False,False,False,False,False,False,False,False,1.4210526315789473
Tuan Pham,Male,1992-01-06,34.0,Active,,Vietnam,Vietnam,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Tucker Lutz,Male,1994-08-18,31.0,Active,,Michigan/United States,United States,"5'7""",145,Featherweight,12,4,3,5,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,3.0
Tulio Palhares,Male,1991-12-02,34.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tulio Quintanilla,Male,1994-07-18,31.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Tur-Ochir Ariunbold,Male,1997-03-11,28.0,Active,,Mongolia,Mongolia,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Ty Costa,Male,1991-09-04,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Ty Gwerder,Male,1989-02-16,36.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Ty Lee,Male,1995-06-21,30.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Beneke,Male,1992-11-03,33.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Tyler Bialecki,Male,1986-02-01,39.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Claussen,Male,1988-05-18,37.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Diamond,Male,1991-08-28,34.0,Active,,Oregon/United States,United States,"5'7""",145,Featherweight,12,4,4,4,0,2,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,4.0
Tyler East,Male,1990-10-11,35.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Freeland,Male,1986-06-09,39.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Hamilton,Male,1993-01-14,33.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Tyler Hill,Male,1991-03-27,34.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Ingram,Male,1989-07-05,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler King,Male,1992-09-22,33.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler McGuire,Male,1986-03-06,39.0,Active,,Washington/United States,United States,"6'0""",170,Welterweight,15,4,5,6,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,3.0
Tyler Ray,Male,1990-12-17,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Stinson,Male,1989-05-21,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyler Toner,Male,1994-02-06,31.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyree Fortune,Male,1994-07-02,31.0,Active,,Michigan/United States,United States,"6'0""",265,Heavyweight,10,6,2,2,0,4,1,2,1,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Tyrell Fortune,Male,1990-06-08,35.0,Active,,United States,United States,"6'2""",265,Heavyweight,9,4,3,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.25
Tyron Woodley,Male,1982-04-17,43.0,Active,,Missouri/United States,United States,"5'9""",170,Welterweight,19,7,5,7,0,7,2,2,3,0,1,True,False,False,False,False,False,False,False,False,False,2.375
Tyrone Roberts,Male,1986-03-12,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyson Griffin,Male,1984-04-28,41.0,Active,,California/United States,United States,"5'6""",155,Lightweight,16,3,4,9,0,9,3,2,4,0,0,True,False,False,False,False,False,False,False,False,False,1.6
Tyson Jeffries,Male,1988-08-19,37.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyson Miller,Male,1991-02-09,34.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Tyson Nam,Male,1983-10-31,42.0,Active,,Hawaii/United States,United States,"5'6""",125,Flyweight,21,7,4,10,0,13,4,2,7,0,0,True,False,False,False,False,False,False,False,False,False,1.5
Tyson Pedro,Male,1991-09-17,34.0,Active,,Australia,Australia,"6'3""",205,Light Heavyweight,10,6,1,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.6666666666666667
Tywan Claxton,Male,1988-01-07,37.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Ulysses Gomez,Male,1994-05-12,31.0,Active,,United States,United States,"5'7""",125,Flyweight,6,2,1,3,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.2
Umar Nurmagomedov,Male,1995-01-03,31.0,Active,,Dagestan/Russia,Russia,"5'8""",135,Bantamweight,17,8,6,3,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,17.0
Umer Kayani,Male,1996-04-21,29.0,Active,,Pakistan,Pakistan,"5'10""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Uriah Hall,Male,1984-07-31,41.0,Active,,Jamaica,Jamaica,"6'0""",185,Middleweight,17,13,0,4,0,11,7,1,3,0,0,True,False,False,False,False,False,False,False,False,False,1.4166666666666667
Urijah Faber,Male,1979-05-14,46.0,Active,,California/United States,United States,"5'6""",135,Bantamweight,35,11,9,15,0,11,3,3,5,0,0,True,False,False,False,False,False,False,False,False,False,2.9166666666666665
Uros Jurisic,Male,1993-05-10,32.0,Active,,Slovenia,Slovenia,"6'0""",170,Welterweight,16,10,2,4,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,4.0
Uros Medic,Male,1993-05-16,32.0,Active,,Serbia,Serbia,"6'1""",155,Lightweight,9,7,1,1,0,2,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,3.0
Ururahy Rodrigues,Male,1995-09-12,30.0,Active,,Brazil,Brazil,"5'8""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Usman Nurmagomedov,Male,1998-04-17,27.0,Active,,Dagestan/Russia,Russia,"6'0""",155,Lightweight,17,7,6,4,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,17.0
Uyen Ha,Male,1992-06-28,33.0,Active,,Vietnam,Vietnam,"5'5""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vadim Nemkov,Male,1992-06-20,33.0,Active,,Russia,Russia,"6'0""",205,Light Heavyweight,17,8,4,5,0,2,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,5.666666666666667
Vagner Rocha,Male,1982-01-03,44.0,Active,,Brazil,Brazil,"5'10""",155,Lightweight,14,3,8,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.3333333333333335
Valdir Araujo,Male,1991-10-06,34.0,Active,,Brazil,Brazil,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Valentin Moldavsky,Male,1991-02-06,34.0,Active,,Russia,Russia,"6'3""",265,Heavyweight,11,5,4,2,0,2,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,3.6666666666666665
Valentina Shevchenko,Female,1988-03-07,37.0,Active,,Kyrgyzstan,Kyrgyzstan,"5'5""",125,Flyweight,23,8,7,8,0,4,2,1,1,0,1,True,True,True,True,False,False,False,False,False,False,4.6
Valeri Ignatov,Male,1986-04-18,39.0,Active,,Bulgaria,Bulgaria,"5'8""",145,Featherweight,6,2,1,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Valerie Coolbaugh,Male,1992-12-03,33.0,Active,,United States,United States,"5'6""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Valerie Letourneau,Male,1983-01-21,42.0,Active,,Canada,Canada,"5'5""",125,Flyweight,11,1,2,8,0,7,1,1,5,0,0,True,False,False,False,False,False,False,False,False,False,1.375
Valerie Loureda,Male,1998-07-19,27.0,Active,,Florida/United States,United States,"5'4""",125,Flyweight,4,2,0,2,0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Valeriu Mircea,Male,1995-10-02,30.0,Active,,Romania,Romania,"5'8""",145,Featherweight,7,2,2,3,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.4
Valmir Lazaro,Male,1988-06-29,37.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vando de Almeida,Male,1988-09-14,37.0,Active,,Brazil,Brazil,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Vanessa Melo,Female,1991-10-27,34.0,Active,,Brazil,Brazil,"5'3""",135,Bantamweight,11,3,4,4,0,11,3,3,5,0,0,True,False,False,False,False,False,False,False,False,False,0.9166666666666666
Vanessa Porto,Female,1984-02-16,41.0,Active,,Brazil,Brazil,"5'6""",125,Flyweight,21,5,9,7,0,11,2,3,6,0,0,True,False,False,False,False,False,False,False,False,False,1.75
Vaso Bakocevic,Male,1989-03-13,36.0,Active,,Montenegro,Montenegro,"5'9""",155,Lightweight,12,6,2,4,0,10,3,2,5,0,0,True,False,False,False,False,False,False,False,False,False,1.0909090909090908
Vaughan Lee,Male,1993-05-24,32.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vaughn Anderson,Male,1988-07-04,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vaughn Donayre,Male,1990-09-09,35.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vernon Lewis,Male,1985-12-02,40.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vernon Ramos,Male,1992-01-19,34.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vernon White,Male,1983-07-11,42.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Veronica Macedo,Male,1995-10-23,30.0,Active,,Venezuela,Venezuela,"5'6""",125,Flyweight,6,3,1,2,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.2
Veta Arteaga,Male,1987-06-30,38.0,Active,,California/United States,United States,"5'6""",125,Flyweight,11,2,3,6,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.2
Vicente Luque,Male,1991-11-27,34.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,22,11,8,3,0,10,4,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Victor Jones,Male,1990-03-14,35.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Victor Meza,Male,1994-07-22,31.0,Active,,Mexico,Mexico,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Victor Moreno,Male,1992-11-05,33.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Victor O'Donnell,Male,1987-02-18,38.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Victor Rodriguez,Male,1991-08-09,34.0,Active,,Mexico,Mexico,"5'7""",125,Flyweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Victor Rosas,Male,1990-04-03,35.0,Active,,Mexico,Mexico,"5'8""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Victor Valimaki,Male,1988-06-27,37.0,Active,,Finland,Finland,"6'2""",205,Light Heavyweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Victoria Lee,Female,2004-05-17,21.0,Deceased,2022-12-26,Hawaii/United States,United States,"5'4""",115,Strawweight,4,1,1,2,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,4.0
Victoria Leonardo,Male,1990-03-10,35.0,Active,,New Mexico/United States,United States,"5'6""",125,Flyweight,9,3,2,4,0,11,3,2,6,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Victorio Senduk,Male,1989-12-11,36.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Viet Anh Do,Male,1996-09-03,29.0,Active,,Vietnam,Vietnam,"5'7""",135,Bantamweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vik Grujic,Male,1985-05-14,40.0,Active,,Australia,Australia,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Viktor Nemkov,Male,1986-08-20,39.0,Active,,Russia,Russia,"6'2""",205,Light Heavyweight,30,17,6,7,0,8,2,2,4,0,0,True,False,False,False,False,False,False,False,False,False,3.3333333333333335
Viktor Pesta,Male,1990-06-08,35.0,Active,,Czech Republic,Czech Republic,"6'4""",265,Heavyweight,14,8,3,3,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Viktoria Makarova,Male,1993-02-14,32.0,Active,,Russia,Russia,"5'6""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vinc Pichel,Male,1983-09-23,42.0,Active,,California/United States,United States,"5'8""",155,Lightweight,14,2,3,9,0,3,1,0,2,0,0,True,False,False,False,False,False,False,False,False,False,3.5
Vince Cachero,Male,1992-01-06,34.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vince Lucero,Male,1989-07-19,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vince Morales,Male,1990-08-01,35.0,Active,,Colorado/United States,United States,"5'7""",135,Bantamweight,11,3,3,5,0,7,1,2,4,0,0,True,False,False,False,False,False,False,False,False,False,1.375
Vince Murdock,Male,1988-10-24,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vincent Latoel,Male,1994-05-29,31.0,Active,,Indonesia,Indonesia,"5'7""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vincent Majid,Male,1990-11-03,35.0,Active,,France,France,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vinicius Kappke de Queiroz,Male,1995-07-17,30.0,Active,,Brazil,Brazil,"6'2""",205,Light Heavyweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Vinicius Moreira,Male,1989-03-26,36.0,Active,,Brazil,Brazil,"6'4""",205,Light Heavyweight,9,5,2,2,0,7,4,2,1,0,0,True,False,False,False,False,False,False,False,False,False,1.125
Vinicius Zani,Male,1993-11-09,32.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vinicius de Jesus,Male,1990-01-21,36.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Vinny Magalhaes,Male,1984-07-11,41.0,Active,,Brazil,Brazil,"6'3""",205,Light Heavyweight,14,3,9,2,0,8,1,2,5,0,0,True,False,False,False,False,False,False,False,False,False,1.5555555555555556
Virgil Lozano,Male,1988-06-02,37.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Virgil Zwicker,Male,1982-01-26,44.0,Active,,Arizona/United States,United States,"6'1""",205,Light Heavyweight,15,9,1,5,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.142857142857143
Viscardi Andrade,Male,1992-04-03,33.0,Active,,Brazil,Brazil,"5'7""",125,Flyweight,5,2,1,2,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vitalic Maiboroda,Male,1991-08-09,34.0,Active,,Ukraine,Ukraine,"6'0""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Vitaly Bigdash,Male,1991-06-04,34.0,Active,,Russia,Russia,"6'3""",185,Middleweight,14,10,1,3,0,2,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,4.666666666666667
Vitaly Khmeinytsky,Male,1987-02-11,38.0,Active,,Ukraine,Ukraine,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vitaly Minakov,Male,1985-02-06,40.0,Active,,Russia,Russia,"6'3""",265,Heavyweight,23,14,8,1,0,2,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,7.666666666666667
Vitor Belfort,Male,1977-04-01,48.0,Active,,Brazil,Brazil,"6'0""",205,Light Heavyweight,26,18,2,6,0,14,6,3,5,0,0,True,False,False,False,False,False,False,False,False,False,1.7333333333333334
Vitor Miranda,Male,1984-01-13,42.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,14,9,1,4,0,8,4,1,3,0,0,True,False,False,False,False,False,False,False,False,False,1.5555555555555556
Vitor Vianna,Male,1992-06-14,33.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Viviane Pereira,Male,1991-03-04,34.0,Active,,Brazil,Brazil,"5'5""",115,Strawweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vladimir Fedin,Male,1993-08-11,32.0,Active,,Russia,Russia,"5'10""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Vladimir Filipovic,Male,1991-01-18,35.0,Active,,Serbia,Serbia,"6'1""",185,Middleweight,6,3,1,2,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Vladimir Matyushenko,Male,1971-01-19,55.0,Active,,Belarus,Belarus,"6'2""",205,Light Heavyweight,26,12,8,6,0,7,3,2,2,0,0,True,False,False,False,False,False,False,False,False,False,3.25
Vladimir Starcencov,Male,1987-04-07,38.0,Active,,Russia,Russia,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Vladimir Tokov,Male,1990-03-04,35.0,Active,,Russia,Russia,"5'9""",155,Lightweight,10,3,3,4,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,2.5
Vladyslav Parubchenko,Male,1994-10-22,31.0,Active,,Ukraine,Ukraine,"5'11""",170,Welterweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Volkan Oezdemir,Male,1989-04-19,36.0,Active,,Switzerland,Switzerland,"6'2""",205,Light Heavyweight,19,12,1,6,0,7,4,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.375
Vovka Clay,Male,1988-02-12,37.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
