fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo
Pongsiri Mitsatit,Male,1995-03-28,30.0,Active,,Thailand,Thailand,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Poppies Martinez,Male,1992-11-07,33.0,Active,,Mexico,Mexico,"5'7""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Prach Buapa,Male,1996-01-26,29.0,Active,,Thailand,Thailand,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Prak Chansin,Male,1993-08-09,32.0,Active,,Thailand,Thailand,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Preston Parsons,Male,1995-09-12,30.0,Active,,Florida/United States,United States,"5'9""",170,Welterweight,11,2,6,3,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Preston Schick,Male,1988-04-02,37.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Priscila Cachoeira,Male,1988-08-19,37.0,Active,,Brazil,Brazil,"5'8""",125,Flyweight,11,10,0,1,0,5,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Priscilla Hertati Lumban Gaol,Male,1996-02-08,29.0,Active,,Indonesia,Indonesia,"5'5""",115,Strawweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Przemyslaw Mysiala,Male,1988-06-27,37.0,Active,,Poland,Poland,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Puja Tomar,Male,1994-03-18,31.0,Active,,India,India,"5'5""",115,Strawweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Punahele Soriano,Male,1992-08-06,33.0,Active,,Hawaii/United States,United States,"5'10""",185,Middleweight,9,7,0,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Punnya Sai,Male,1995-05-21,30.0,Active,,India,India,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Putri Padmi,Male,1996-10-14,29.0,Active,,Indonesia,Indonesia,"5'5""",115,Strawweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Qileng Aori,Male,1997-07-20,28.0,Active,,China,China,"5'6""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Qingya Zhong,Male,1994-01-11,31.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Quang Loc Tran,Male,1992-09-02,33.0,Active,,Vietnam,Vietnam,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Quinn Mulhern,Male,1991-04-26,34.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Quinton Jackson,Male,1978-06-20,47.0,Active,,Tennessee/United States,United States,"6'1""",205,Light Heavyweight,38,20,4,14,0,14,8,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Quinton McCottrell,Male,1990-08-17,35.0,Active,,United States,United States,"6'2""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Quitin Thomas,Male,1993-02-05,32.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
R'Mandel Cameron,Male,1995-11-09,30.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rabin Catalan,Male,1986-07-21,39.0,Active,,Philippines,Philippines,"5'6""",125,Flyweight,6,2,2,2,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Rachael Ostovich,Female,1991-02-25,34.0,Active,,Hawaii/United States,United States,"5'6""",125,Flyweight,4,0,1,3,0,6,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Rad Martinez,Male,1994-10-18,31.0,Active,,United States,United States,"6'0""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Radeem Rahman,Male,1992-06-01,33.0,Active,,Bangladesh,Bangladesh,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Radu Maxim,Male,1988-12-09,37.0,Active,,Romania,Romania,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rae Yoon Ok,Male,1995-04-14,30.0,Active,,South Korea,South Korea,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafa Garcia,Male,1994-02-03,31.0,Active,,Mexico,Mexico,"5'7""",155,Lightweight,16,2,5,9,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Alves,Male,1990-03-29,35.0,Active,,Brazil,Brazil,"5'11""",155,Lightweight,20,15,3,2,0,6,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Carino,Male,1992-11-11,33.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Carvalho,Male,1986-12-12,39.0,Active,,Brazil,Brazil,"6'0""",185,Middleweight,18,9,3,6,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Cavalcante,Male,1980-03-29,45.0,Active,,Brazil,Brazil,"6'0""",205,Light Heavyweight,13,11,1,1,0,7,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Dias,Male,1993-07-14,32.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Fiziev,Male,1993-03-05,32.0,Active,,Azerbaijan,Azerbaijan,"5'8""",155,Lightweight,12,8,0,4,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Lovato Jr.,Male,1983-06-10,42.0,Active,,Oklahoma/United States,United States,"6'2""",185,Middleweight,11,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Macedo,Male,1992-02-08,33.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Natal,Male,1982-01-09,43.0,Active,,Brazil,Brazil,"5'10""",185,Middleweight,21,6,6,9,0,9,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Nunes,Male,1994-10-19,31.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafael Silva,Male,1991-06-07,34.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafael dos Anjos,Male,1984-10-26,41.0,Active,,Brazil,Brazil,"5'8""",155,Lightweight,32,10,11,11,0,14,3,2,9,0,0,1,0,0,0,0,0,0,0,0,0
Rafaello Oliveira,Male,1988-05-16,37.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafal Cejrowski,Male,1987-01-12,38.0,Active,,Poland,Poland,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rafal Skibinski,Male,1992-09-02,33.0,Active,,Poland,Poland,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raghvendra Singh,Male,1994-03-18,31.0,Active,,India,India,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rahul K. Raju,Male,1992-07-21,33.0,Active,,India,India,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raimond Magomedaliev,Male,1995-05-09,30.0,Active,,Russia,Russia,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rainy Martinez,Male,1991-11-14,34.0,Active,,United States,United States,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rajinder Singh Meena,Male,1994-06-11,31.0,Active,,India,India,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ralek Gracie,Male,1984-08-04,41.0,Active,,California/United States,United States,"6'1""",185,Middleweight,4,1,2,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ralph Acosta,Male,1985-01-11,41.0,Active,,United States,United States,"5'10""",155,Lightweight,5,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ramazan Emeev,Male,1992-07-20,33.0,Active,,Dagestan/Russia,Russia,"5'11""",170,Welterweight,20,3,7,10,0,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Rameau Thierry Sokoudjou,Male,1984-04-16,41.0,Active,,Cameroon,United States,"6'3""",205,Light Heavyweight,18,14,1,3,0,16,10,2,4,0,0,1,0,0,0,0,0,0,0,0,0
Rami Abuhav,Male,1994-09-03,31.0,Active,,Israel,Israel,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ramiro Hernandez,Male,1990-12-21,35.0,Active,,Mexico,Mexico,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ramiz Brahimaj,Male,1992-08-15,33.0,Active,,New York/United States,United States,"5'10""",170,Welterweight,10,0,8,2,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Ramon Gonzales,Male,1988-06-09,37.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ramsey Nijem,Male,1988-04-01,37.0,Active,,Utah/United States,United States,"5'11""",155,Lightweight,9,4,2,3,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Rana Rudra Pratap Singh,Male,1993-02-18,32.0,Active,,India,India,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Randa Markos,Male,1985-08-04,40.0,Active,,Ontario/Canada,Canada,"5'4""",115,Strawweight,11,2,3,6,0,12,1,2,9,0,0,1,0,0,0,0,0,0,0,0,0
Randy Brown,Male,1990-07-22,35.0,Active,,New York/United States,United States,"6'3""",170,Welterweight,17,6,2,9,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Randy Costa,Male,1994-08-02,31.0,Active,,Massachusetts/United States,United States,"5'8""",135,Bantamweight,8,6,0,2,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Randy Couture,Male,1963-06-22,62.0,Active,,Washington/United States,United States,"6'1""",205,Light Heavyweight,19,8,11,0,0,11,6,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Randy Smith,Male,1991-07-16,34.0,Active,,Texas/United States,United States,"6'0""",135,Bantamweight,17,3,8,6,0,7,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Rani Yahya,Male,1984-07-10,41.0,Active,,Brazil,Brazil,"5'7""",135,Bantamweight,28,4,20,4,0,11,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0
Ranjeet Baria,Male,1995-03-04,30.0,Active,,India,India,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raoni Barcelos,Male,1987-05-01,38.0,Active,,Brazil,Brazil,"5'7""",135,Bantamweight,18,6,6,6,0,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Raoul Romero,Male,1986-11-02,39.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raphael Assuncao,Male,1982-07-19,43.0,Active,,Brazil,Brazil,"5'5""",135,Bantamweight,28,4,8,16,0,10,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0
Raphael Butler,Male,1990-01-14,36.0,Active,,United States,United States,"6'2""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raphael Davis,Male,1992-09-11,33.0,Active,,United States,United States,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raphael Pessoa,Male,1992-03-22,33.0,Active,,Brazil,Brazil,"6'4""",265,Heavyweight,12,9,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raphael Uchegbu,Male,1994-05-10,31.0,Active,,Nigeria,Nigeria,"6'0""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raquel Pennington,Female,1988-09-05,37.0,Active,,Colorado/United States,United States,"5'7""",135,Bantamweight,16,3,2,11,0,9,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0
Ras Hylton,Male,1987-06-17,38.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rashad Coulter,Male,1989-10-09,36.0,Active,,Pennsylvania/United States,United States,"6'3""",265,Heavyweight,9,8,0,1,0,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Rashad Evans,Male,1979-09-25,46.0,Active,,New York/United States,United States,"6'2""",205,Light Heavyweight,19,7,2,10,0,8,2,1,5,0,1,1,0,0,0,0,0,0,0,0,0
Rashard Lovelace,Male,1983-02-02,42.0,Active,,Florida/United States,United States,"6'3""",265,Heavyweight,8,7,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rashi Shinde,Male,1996-08-12,29.0,Active,,India,India,"5'5""",115,Strawweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rashid Magomedov,Male,1984-12-16,41.0,Active,,Dagestan/Russia,Russia,"5'10""",155,Lightweight,19,3,4,12,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Rasul Yakhyaev,Male,1995-01-28,31.0,Active,,Russia,Russia,"5'9""",145,Featherweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raufeon Stots,Male,1989-03-23,36.0,Active,,Kansas/United States,United States,"5'7""",135,Bantamweight,20,3,8,9,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raul Amaya,Male,1991-10-12,34.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raulian Paiva,Male,1995-06-14,30.0,Active,,Brazil,Brazil,"5'8""",125,Flyweight,21,6,3,12,0,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Ray Borg,Male,1993-08-04,32.0,Active,,New Mexico/United States,United States,"5'5""",125,Flyweight,14,2,6,6,0,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Ray Jones,Male,1988-03-09,37.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ray Rodriguez,Male,1992-06-22,33.0,Active,,United States,United States,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ray Sloan,Male,1990-11-02,35.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ray Wizard,Male,1987-09-15,38.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ray Wood,Male,1985-12-03,40.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rayane Marques Bastos,Male,1995-07-11,30.0,Active,,Brazil,Brazil,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raymond Daniels,Male,1980-01-29,45.0,Active,,Florida/United States,United States,"6'0""",185,Middleweight,2,1,0,1,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raymond Pina,Male,1991-04-17,34.0,Active,,United States,United States,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raymond Tan,Male,1994-08-05,31.0,Active,,Singapore,Singapore,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raymond Tiew,Male,1992-09-22,33.0,Active,,Malaysia,Malaysia,"5'7""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rayner Kinsiong,Male,1995-02-11,30.0,Active,,Malaysia,Malaysia,"5'6""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Raz Bring,Male,1994-06-09,31.0,Active,,Israel,Israel,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Razak Al-Hassan,Male,1985-10-16,40.0,Active,,Ghana,Ghana,"5'10""",185,Middleweight,13,12,0,1,0,6,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Reant Febriza Rainir,Male,1993-05-01,32.0,Active,,Indonesia,Indonesia,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rebecca Bryggman,Male,1989-11-18,36.0,Active,,Sweden,Sweden,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rebecca Heintzman,Male,1986-09-22,39.0,Active,,Ontario/Canada,Canada,"5'5""",115,Strawweight,5,1,2,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rebecca Ruth,Male,1992-02-14,33.0,Active,,United States,United States,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Reece McLaren,Male,1991-02-17,34.0,Active,,Australia,Australia,"5'7""",125,Flyweight,17,5,5,7,0,9,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0
Reese Andy,Male,1988-12-09,37.0,Active,,United States,United States,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Reginaldo Felix,Male,1986-04-08,39.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Reginaldo Vieira,Male,1983-05-17,42.0,Active,,Brazil,Brazil,"5'7""",135,Bantamweight,16,5,7,4,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Regivaldo Carvalho,Male,1991-06-24,34.0,Active,,Brazil,Brazil,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Reinier de Ridder,Male,1990-09-07,35.0,Active,,Netherlands,Netherlands,"6'4""",205,Light Heavyweight,17,4,13,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Remco Pardoel,Male,1960-04-18,65.0,Active,,Netherlands,Netherlands,"6'3""",265,Heavyweight,9,2,5,2,0,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Remo Cardarelli,Male,1987-03-03,38.0,Active,,Italy,Italy,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Remy Bussieres,Male,1995-11-02,30.0,Active,,France,France,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rena Kubota,Male,1991-01-29,34.0,Active,,Japan,Japan,"5'4""",115,Strawweight,6,1,3,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Renan Barao,Male,1987-02-05,38.0,Active,,Brazil,Brazil,"5'6""",135,Bantamweight,34,8,15,11,0,9,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0
Renato Carneiro,Male,1979-05-16,46.0,Active,,Brazil,Brazil,"5'9""",155,Lightweight,8,2,4,2,0,7,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Renato Sobral,Male,1975-10-07,50.0,Active,,Brazil,Brazil,"6'0""",205,Light Heavyweight,37,18,10,9,0,9,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Renato Valente Alves,Male,1992-08-19,33.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Renato Verissimo,Male,1985-06-27,40.0,Active,,Brazil,Brazil,"5'11""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rene Catalan,Male,1979-02-21,46.0,Active,,Philippines,Philippines,"5'7""",125,Flyweight,6,1,2,3,0,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Rene Nazare,Male,1988-03-13,37.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Renee Forte,Male,1991-09-29,34.0,Active,,United States,United States,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Renzo Gracie,Male,1967-03-11,58.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,13,2,8,3,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Reuben Duran,Male,1987-01-26,38.0,Active,,California/United States,United States,"5'6""",125,Flyweight,11,3,4,4,0,8,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0
Rex Holman,Male,1959-02-18,66.0,Active,,United States,United States,"6'3""",265,Heavyweight,6,3,1,2,0,9,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Rey Docyogen,Male,1987-03-18,38.0,Active,,Philippines,Philippines,"5'6""",125,Flyweight,7,3,2,2,0,6,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Rey Trujillo,Male,1992-06-11,33.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Reza Madadi,Male,1978-06-19,47.0,Active,,Iran/Sweden,Sweden,"5'9""",155,Lightweight,13,5,4,4,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Reza Nasri,Male,1994-10-07,31.0,Active,,Iran,Iran,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rhys McKee,Male,1995-10-07,30.0,Active,,Ireland,Ireland,"6'2""",170,Welterweight,12,4,4,4,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Abreu,Male,1987-09-09,38.0,Active,,Brazil,Brazil,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Almeida,Male,1976-11-14,49.0,Active,,Brazil,Brazil,"5'9""",185,Middleweight,18,1,13,4,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Deluque,Male,1992-03-21,33.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Funch,Male,1985-12-02,40.0,Active,,Brazil,Brazil,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Lamas,Male,1982-05-21,43.0,Active,,Illinois/United States,United States,"5'8""",145,Featherweight,20,8,5,7,0,8,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Ramos,Male,1995-08-06,30.0,Active,,Brazil,Brazil,"5'7""",145,Featherweight,16,5,6,5,0,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Romero,Male,1991-04-12,34.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Seixas,Male,1986-10-14,39.0,Active,,Brazil,Brazil,"5'11""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Tirloni,Male,1989-07-08,36.0,Active,,Brazil,Brazil,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricardo Vasquez,Male,1993-01-19,32.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Ricco Rodriguez,Male,1977-07-01,48.0,Active,,California/United States,United States,"6'3""",265,Heavyweight,56,32,14,10,0,24,10,6,8,0,0,1,0,0,0,0,0,0,0,0,0
Rich Attonito,Male,1984-07-15,41.0,Active,,New Jersey/United States,United States,"5'11""",170,Welterweight,10,3,1,6,0,5,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Rich Clementi,Male,1976-07-30,49.0,Active,,Illinois/United States,United States,"5'8""",155,Lightweight,44,17,14,13,0,28,7,7,14,0,0,1,0,0,0,0,0,0,0,0,0
Rich Crunkilton,Male,1983-09-20,42.0,Active,,United States,United States,"5'10""",155,Lightweight,10,2,4,4,0,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Rich Franklin,Male,1974-10-05,51.0,Active,,Ohio/United States,United States,"6'1""",185,Middleweight,29,20,4,5,0,7,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Rich Hale,Male,1988-08-31,37.0,Active,,Florida/United States,United States,"6'4""",265,Heavyweight,5,5,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Rich Lictawa,Male,1984-01-24,41.0,Active,,United States,United States,"6'1""",185,Middleweight,4,2,1,1,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rich de los Reyes,Male,1989-11-04,36.0,Active,,United States,United States,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Richard Kallos,Male,1993-05-18,32.0,Active,,Sweden,Sweden,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Richard Bouphanouvong,Male,1981-09-23,44.0,Active,,England/United Kingdom,United Kingdom,"5'7""",155,Lightweight,22,11,4,7,0,6,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Richard Corminal,Male,1990-03-11,35.0,Active,,United States,United States,"5'10""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Richard Jacques,Male,1988-06-19,37.0,Active,,United States,United States,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
